"gene","module"
"RWDD4","brown"
"CLIC1","pink"
"DVL1","green"
"SPATA20","grey"
"GREM2","blue"
"DNPH1","green"
"ATG7","grey"
"ESRRA","green"
"BSG","turquoise"
"PRMT7","yellow"
"ST6GALNAC2","lightcyan"
"FAM110B","turquoise"
"TNNI3","green"
"CCL2","magenta"
"FTL","red"
"CD14","tan"
"ENPP4","purple"
"ZBTB43","turquoise"
"CPEB4","cyan"
"MLYCD","grey"
"RHOC","red"
"TP53INP1","purple"
"KANK3","grey"
"CAMK2A","grey"
"MRPS16","black"
"DHRS7","purple"
"TSNAX","salmon"
"FMO2","cyan"
"GLG1","cyan"
"SLC7A7","turquoise"
"GGCT","turquoise"
"GSTM4","turquoise"
"MARCHF6","grey"
"STIMATE","green"
"NUDT6","turquoise"
"HSF4","blue"
"SVIL","brown"
"MRPL34","turquoise"
"SLC25A11","turquoise"
"PLAT","red"
"BPGM","turquoise"
"SH2B3","turquoise"
"AHSA1","grey"
"ACTB","red"
"TCEA3","lightgreen"
"EVA1B","red"
"PPP1R3A","brown"
"PDK2","green"
"GFOD1","grey"
"CCL14","red"
"ARPC1B","tan"
"PCNT","greenyellow"
"EEF2","lightgreen"
"SIRT4","turquoise"
"CCDC136","turquoise"
"KIAA1217","greenyellow"
"ABCA1","purple"
"CSNK1E","blue"
"IVD","grey"
"FAM136A","lightcyan"
"HMGB2","blue"
"CTDSPL","green"
"AP3S1","greenyellow"
"TFEB","greenyellow"
"UQCRB","black"
"PGRMC2","lightcyan"
"EFNA1","grey"
"UBE2H","cyan"
"EDN1","blue"
"GIMAP6","grey60"
"SLC33A2","lightcyan"
"CD209","tan"
"RNASEH2C","green"
"DNAJB5","grey"
"NMNAT1","yellow"
"ART3","grey"
"GSTM3","green"
"PPP1R14C","green"
"ADCY4","magenta"
"MCU","grey"
"PRRX1","grey"
"PLS3","purple"
"CHCHD4","turquoise"
"ZNF106","turquoise"
"CCL13","tan"
"CEP135","yellow"
"SAMM50","turquoise"
"PPARG","magenta"
"NINJ1","red"
"SPOCK1","grey"
"ASAP3","grey"
"ALPP","yellow"
"H4C3","blue"
"TNFSF10","magenta"
"MAP3K5","turquoise"
"TMBIM6","blue"
"PPP1CB","black"
"CRAT","turquoise"
"FAHD1","brown"
"GON7","turquoise"
"FANCE","blue"
"ATP5ME","turquoise"
"ATP5PF","turquoise"
"CNST","cyan"
"ARHGAP36","greenyellow"
"WEE1","brown"
"ASB4","blue"
"HDLBP","yellow"
"H2BC12","pink"
"QDPR","black"
"INF2","red"
"HDAC5","grey"
"TSPAN33","lightcyan"
"ZC3H8","turquoise"
"ENGASE","blue"
"GOLGA6L5P","yellow"
"ADRB2","yellow"
"CCL5","tan"
"ZNF784","blue"
"ZNF440","yellow"
"PCDHB9","yellow"
"CIAO2B","grey"
"ZNF274","greenyellow"
"COL4A5","blue"
"RYR1","grey"
"ABHD1","turquoise"
"ACTG2","red"
"TRAPPC9","green"
"DDX17","blue"
"IFI44","magenta"
"POLR1D","turquoise"
"DPH2","turquoise"
"CTDNEP1","turquoise"
"GYPC","green"
"KCNN2","grey"
"EPHX1","turquoise"
"RXRA","grey"
"PATJ","yellow"
"KPNA5","turquoise"
"VPS37B","magenta"
"ASPH","turquoise"
"APBB3","blue"
"LAMP1","red"
"BMS1P20","turquoise"
"SLC71A2","grey"
"CCND2","pink"
"KLHL21","grey"
"COA1","yellow"
"NOP16","turquoise"
"MXD4","blue"
"LDB2","magenta"
"SLC16A10","blue"
"MAN2A1","greenyellow"
"NTAN1","lightcyan"
"WIPI1","turquoise"
"CLIC4","grey"
"JAK2","grey"
"HLA-DMB","tan"
"CORO6","grey"
"ECSIT","green"
"SV2B","grey"
"RPL21","black"
"TIMMDC1","turquoise"
"PDLIM7","red"
"SAC3D1","grey"
"KLHL30","grey"
"DGKD","grey"
"CTSG","tan"
"PSAP","grey"
"HBS1L","yellow"
"CREB5","red"
"ADA","grey"
"ARSK","yellow"
"REX1BD","grey"
"POU2F1","blue"
"ZNF703","grey"
"MRPS33","turquoise"
"ANOS1","purple"
"FAM50B","grey"
"NIPSNAP2","turquoise"
"ULK1","blue"
"B3GLCT","black"
"CSTB","yellow"
"PLCE1","blue"
"FASTK","green"
"COMMD8","brown"
"ASPA","grey"
"SCARB2","greenyellow"
"CHLSN","grey"
"NDUFS3","turquoise"
"RBP7","magenta"
"MAPRE2","turquoise"
"DST","cyan"
"RPL17","turquoise"
"PILRB","yellow"
"GAK","red"
"ALDH2","grey"
"HNRNPDL","greenyellow"
"SH3GLB1","black"
"CTH","blue"
"ATP5PD","turquoise"
"TRIM4","red"
"MROH7","yellow"
"SLC25A19","turquoise"
"SPON2","pink"
"MAPK12","green"
"DIXDC1","grey"
"ADD3","tan"
"TFIP11","grey"
"FAM89B","green"
"SLC38A2","blue"
"NR3C2","grey"
"EIF3C","grey"
"H2AX","blue"
"CAVIN3","red"
"ZFY","salmon"
"DNAJB1","greenyellow"
"RCHY1","black"
"DYRK2","cyan"
"DSTN","pink"
"LPAR6","magenta"
"SNAPC1","yellow"
"SCARB1","grey"
"PCBD1","green"
"ICAM3","green"
"TNXB","pink"
"LRBA","brown"
"FGFBP2","tan"
"ADPRM","turquoise"
"CD81","red"
"OSGEPL1","brown"
"ARHGAP17","red"
"DPH3","turquoise"
"MAGED2","yellow"
"NFATC1","yellow"
"POPDC2","green"
"FUNDC1","black"
"GALNT3","yellow"
"CRY2","yellow"
"WSB2","brown"
"ZC3H7A","greenyellow"
"PTBP1","red"
"RGS5","purple"
"RBMX","grey"
"ZNF680","grey60"
"PLGLB2","grey"
"NT5M","lightcyan"
"AIRE","yellow"
"ITGB5","red"
"FASN","red"
"OGDH","green"
"RPL8","black"
"KCNAB1","red"
"NDUFV3","turquoise"
"CAVIN2","purple"
"GCFC2","grey"
"MYZAP","turquoise"
"LGALSL","turquoise"
"VEZF1","brown"
"DIDO1","greenyellow"
"SRSF5","pink"
"QTMAN","turquoise"
"DYNC2I2","blue"
"PROX1","grey"
"AGL","brown"
"MTHFD2","grey"
"UGT3A1","grey"
"PPP1R1A","grey"
"FRMD3","grey"
"PPIC","turquoise"
"PLXDC1","pink"
"ARHGAP1","red"
"CDC42EP4","red"
"GOLGA2P7","midnightblue"
"GOT1","turquoise"
"ZCCHC9","grey"
"ECHDC1","turquoise"
"SPARC","grey"
"KCTD9","brown"
"ATP5MC1","turquoise"
"SERINC2","turquoise"
"CCNB1IP1","turquoise"
"CARS2","grey"
"HSD17B11","purple"
"LPIN1","brown"
"DCXR","grey"
"EIF3A","black"
"HSPA1B","blue"
"HSD17B12","brown"
"TRIM54","grey"
"JSRP1","yellow"
"ZFP91-CNTF","turquoise"
"GTPBP8","brown"
"HADHB","black"
"SLC43A3","red"
"CSPP1","blue"
"ZBTB20","blue"
"UQCC1","green"
"AK1","grey"
"PSMD14","black"
"LGALS3","purple"
"IFNLR1","brown"
"DAG1","greenyellow"
"DUSP23","grey"
"STXBP4","yellow"
"HMGN1","blue"
"REEP2","grey60"
"WWP1","brown"
"MAST2","grey"
"CS","turquoise"
"HTRA1","yellow"
"TACC1","red"
"CMAS","turquoise"
"CSAD","yellow"
"PDGFD","purple"
"EHD2","red"
"IRAK1","green"
"ANXA3","yellow"
"PYROXD1","turquoise"
"SRSF7","blue"
"PODN","pink"
"RASEF","yellow"
"CD93","red"
"MEOX1","yellow"
"AUH","turquoise"
"SOD2","turquoise"
"DYM","turquoise"
"UBE2D1","black"
"SERF2","green"
"TSLP","turquoise"
"HMBS","turquoise"
"MTARC1","grey"
"THAP6","brown"
"HACL2","green"
"KBTBD2","turquoise"
"NDUFB10","turquoise"
"CYP4F3","yellow"
"CMTM3","pink"
"GINS1","yellow"
"LY6E","magenta"
"MPPED2","blue"
"PIP4P2","brown"
"CTSH","green"
"FAHD2A","lightcyan"
"LMF2","blue"
"IMPA2","grey"
"CAMK2D","brown"
"FHL5","blue"
"AS3MT","black"
"PRECSIT","green"
"ZNF91","yellow"
"SLC19A2","black"
"CTSK","pink"
"DHPS","blue"
"CXCL10","tan"
"CTSL","brown"
"ZNF32","turquoise"
"MRPS10","black"
"PBXIP1","grey"
"APOC1","grey"
"DOP1B","turquoise"
"FCER1G","tan"
"PPIL3","red"
"OSBPL8","grey60"
"AKAP6","brown"
"LETMD1","grey"
"NDRG1","red"
"KCNA5","magenta"
"SHMT1","grey"
"GNG5","turquoise"
"SLC1A5","red"
"JOSD2","lightgreen"
"TMEM184A","blue"
"VPS13A","brown"
"ZIC1","blue"
"PANX1","turquoise"
"HSPA12B","red"
"MOB3B","grey"
"CAMK2B","blue"
"MCTS1","brown"
"PRKAG3","grey"
"RARA","grey"
"NDUFAF6","brown"
"COL5A2","grey"
"SNRNP25","turquoise"
"CRIPT","grey"
"RGS10","grey"
"EMCN","magenta"
"SMAD7","blue"
"STS","grey"
"SLC2A5","turquoise"
"NTMT1","green"
"SVBP","grey"
"RABGGTB","black"
"RPS6KL1","grey"
"DYNC1LI1","black"
"BHMT2","turquoise"
"ACOT13","turquoise"
"AOPEP","green"
"SSBP1","black"
"NDUFB8","turquoise"
"TNFSF15","yellow"
"DERA","turquoise"
"TAGLN2","pink"
"ADGRG1","red"
"KIF5B","brown"
"ZYX","red"
"FBLN5","blue"
"IFT88","yellow"
"MAP7D1","green"
"DDX39B","grey"
"AOX1","salmon"
"SH2D3C","red"
"MSRB1","grey"
"APP","red"
"ZNF671","blue"
"AKAP7","turquoise"
"UXS1","turquoise"
"LIMS2","red"
"HNRNPM","blue"
"UBA2","salmon"
"CACNA1S","grey"
"CFAP46","lightcyan"
"ACVR1","grey"
"TBRG4","green"
"BLVRB","yellow"
"FCGR2B","pink"
"OCEL1","grey"
"TSPAN4","red"
"LDHD","turquoise"
"MAMDC2","purple"
"PLSCR4","pink"
"HNRNPH1","greenyellow"
"SLC20A2","grey"
"STK40","green"
"NPEPPS","brown"
"CMYA5","brown"
"TMEM98","red"
"TMEM164","grey"
"NDUFB3","turquoise"
"NARS1","brown"
"BASP1","pink"
"CPQ","pink"
"NCOA3","salmon"
"MTFR1L","green"
"NDUFA3","green"
"SORBS1","turquoise"
"ZFHX3","blue"
"SUMO1","black"
"MPDZ","cyan"
"ALDH1L1","grey"
"FASTKD2","black"
"OSBPL6","greenyellow"
"DECR2","yellow"
"COL5A1","grey"
"GNAI2","magenta"
"ZBTB18","turquoise"
"NKTR","blue"
"PRCP","grey"
"CHKB","red"
"GRB14","grey"
"PLCB4","magenta"
"FMOD","yellow"
"GNB2","blue"
"CMSS1","grey"
"PHIP","blue"
"GPR162","grey"
"ATG12","yellow"
"TULP4","turquoise"
"IPO5","black"
"SLC12A2","turquoise"
"RSAD1","turquoise"
"MCCC1","lightgreen"
"VAMP5","grey"
"FDXR","blue"
"ADHFE1","grey"
"HNRNPAB","blue"
"SCHIP1","grey"
"RESF1","grey60"
"TBL1XR1","cyan"
"ACTR2","grey"
"RPA2","grey"
"DBP","turquoise"
"AGT","grey"
"LTBP2","pink"
"CMTM7","pink"
"GBE1","brown"
"IRF2BP2","grey"
"TLN2","grey"
"GOT2","turquoise"
"ME2","turquoise"
"DHRS4","green"
"SERINC1","brown"
"KCNS3","turquoise"
"OSER1","grey"
"ACTR1A","red"
"RHBDF1","blue"
"SMN2","grey"
"PPP1R15A","yellow"
"SCOC","brown"
"LBR","red"
"SDHB","turquoise"
"DLD","turquoise"
"MID1IP1","blue"
"C22orf39","green"
"ADA2","tan"
"PPP3R1","turquoise"
"TNNI2","grey"
"MRPS30","turquoise"
"LAMTOR2","green"
"LRPPRC","green"
"HNRNPH3","grey"
"S100A11","pink"
"GNG7","grey"
"BOD1","black"
"COX6B1","turquoise"
"PTGES2","green"
"LAPTM4B","turquoise"
"RNF126","grey"
"KLHL24","brown"
"KCNMA1","blue"
"AQP1","magenta"
"ZNF586","grey"
"HBP1","yellow"
"GPT","green"
"OMA1","turquoise"
"PKM","turquoise"
"PHGDH","blue"
"LASP1","red"
"DIS3L","brown"
"RCC1L","green"
"FAM98B","yellow"
"GCAT","green"
"SLCO2B1","tan"
"TRIM22","magenta"
"HOMER1","brown"
"TSSC4","blue"
"TPM3","grey"
"FAXDC2","magenta"
"DHDDS","grey"
"CPA3","tan"
"PSME2","grey"
"CALD1","red"
"CYP51A1","grey"
"NR2C1","grey"
"SRRM1","blue"
"TRAPPC2L","grey"
"XAB2","yellow"
"ACADL","grey"
"TM2D3","greenyellow"
"FHOD1","grey"
"MXI1","grey"
"BCKDHB","turquoise"
"RAB34","pink"
"LBP","grey"
"CFLAR","yellow"
"FLRT2","yellow"
"IER3","grey"
"TMEM131L","grey"
"COX7A2","turquoise"
"SAT1","pink"
"PLN","grey"
"SPOCK2","grey"
"EIF4A1","blue"
"SSPN","black"
"ALDH7A1","turquoise"
"ACD","blue"
"BMP5","magenta"
"GSR","turquoise"
"IL4R","red"
"BICD1","turquoise"
"WDR45","green"
"ODC1","green"
"PNPLA4","black"
"ALPK3","grey"
"COQ8A","grey"
"MGLL","red"
"TSC22D3","grey"
"TRIM55","blue"
"SLC26A9","turquoise"
"CIRBP","salmon"
"GRAMD1C","yellow"
"BIRC3","tan"
"CNOT7","brown"
"PDE7A","grey"
"LYRM7","yellow"
"APCDD1","red"
"RRAS","grey"
"DDR1","grey"
"TNFRSF1B","red"
"TMEM143","turquoise"
"CDCA7","blue"
"LSM10","turquoise"
"EXOSC6","blue"
"MESP1","grey"
"FILIP1L","grey"
"PLIN3","blue"
"COL6A3","grey"
"EGFLAM","grey"
"MYL6","grey"
"SLC20A1","grey"
"RAB11A","red"
"RNF144B","grey"
"ABLIM3","grey"
"STAT3","yellow"
"PSMG1","salmon"
"DNAJA1","blue"
"CAP1","pink"
"ATP1B1","blue"
"RFTN1","turquoise"
"IL10RB","grey"
"MBNL2","grey60"
"CEP350","grey"
"PKIA","brown"
"MYOG","grey"
"ACAA2","turquoise"
"ARHGAP21","grey"
"FAM177A1","brown"
"SLC38A3","green"
"GYS1","turquoise"
"SLC22A7","midnightblue"
"SBF1","blue"
"ZBTB40","cyan"
"MRPS14","brown"
"THOC3","grey"
"FOXP1","purple"
"ORMDL1","grey"
"AFG1L","turquoise"
"AHNAK","salmon"
"CYP26B1","greenyellow"
"UBE2G1","grey"
"HNRNPK","black"
"EYA4","grey"
"POMT1","blue"
"GJA1","grey"
"EIF4G3","grey"
"TMEM266","turquoise"
"SRRM2","yellow"
"ITGB3BP","grey"
"CHPT1","turquoise"
"ZNF658","black"
"SLC47A2","tan"
"OAF","grey"
"HSPE1","grey"
"TIMP4","grey"
"KGD4","brown"
"TBCC","greenyellow"
"DDX3X","grey"
"MPC1","turquoise"
"OGG1","midnightblue"
"ATP5F1A","turquoise"
"ZNF22","cyan"
"COL5A3","magenta"
"ENPP2","magenta"
"RIPOR2","red"
"TUBA1C","grey"
"RBM38","turquoise"
"TIMM22","grey"
"UQCRFS1","turquoise"
"RGL1","tan"
"NREP","brown"
"PNN","black"
"MKKS","brown"
"PSME1","tan"
"HES1","grey"
"RCN2","turquoise"
"PDLIM3","yellow"
"ELL2","blue"
"ANG","red"
"IFT74","grey60"
"RPL7L1","green"
"PHF23","blue"
"LRRC32","greenyellow"
"RBM5","blue"
"MACROD1","green"
"MTMR4","blue"
"CTDSP1","grey"
"BECN1","turquoise"
"SF1","cyan"
"BMP4","blue"
"VASN","red"
"ST13P4","black"
"CDK5RAP3","blue"
"RBM17","black"
"SELENOH","blue"
"CXCL9","tan"
"ANKRD36B","cyan"
"MCRIP2","turquoise"
"ARL6IP1","purple"
"IL1R1","salmon"
"ALG2","blue"
"CD38","turquoise"
"IMPDH2","yellow"
"COX6A1","pink"
"LDLRAD4","brown"
"CXXC5","grey"
"LRIG1","grey"
"CHP1","turquoise"
"ENC1","grey"
"NTAQ1","green"
"DIO2","green"
"KIF1C","black"
"HLA-DQB1","tan"
"KBTBD11","turquoise"
"MYO18B","grey"
"CADM1","grey"
"ALOX5AP","tan"
"STT3B","brown"
"RASL12","lightcyan"
"LARS1","brown"
"SLC16A5","grey"
"SDHD","turquoise"
"VPS51","grey"
"TMCC3","turquoise"
"ZDHHC7","green"
"MRPL2","green"
"LIPT2-AS1","black"
"XIRP2","turquoise"
"BFAR","lightgreen"
"PPP2R5C","turquoise"
"TLE5","green"
"NDUFC1","turquoise"
"SLC25A20","turquoise"
"FEM1C","purple"
"GSTO1","turquoise"
"TUBB2A","red"
"CYB5R4","brown"
"TAX1BP3","pink"
"UNC13B","salmon"
"AGTRAP","grey"
"RNF207","grey"
"MYC","blue"
"PIGP","brown"
"PAIP1","brown"
"ILF3-DT","lightgreen"
"ETFB","grey"
"CDK5RAP2","blue"
"EIF5B","brown"
"CAV3","grey"
"HDDC2","brown"
"PLOD1","red"
"PAK1","grey"
"TYW1","red"
"PLEC","grey"
"ZFAND2A","magenta"
"TAPBP","tan"
"CCR3","grey"
"UBAP2","yellow"
"RBM14","blue"
"DIPK1B","red"
"OXA1L","turquoise"
"RRP36","lightcyan"
"RHOU","purple"
"PROM1","salmon"
"LITAF","red"
"DHRS4L2","green"
"DPH5","green"
"AMACR","turquoise"
"DUS4L","brown"
"MORC2","blue"
"NPLOC4","green"
"MINDY3","brown"
"CAPZB","turquoise"
"RNASET2","tan"
"LRRC23","turquoise"
"GSTK1","turquoise"
"JAM3","red"
"ICA1","yellow"
"RBPMS","red"
"TNFAIP6","pink"
"SMCO4","blue"
"LBH","pink"
"CHST7","red"
"TCF4","magenta"
"DAB2","pink"
"GRK5","red"
"MRPL54","grey"
"LIPA","purple"
"ASB5","purple"
"ZEB1","brown"
"DERL1","grey"
"ABCA6","blue"
"ANTXR1","grey"
"AGTR1","purple"
"SETD9","turquoise"
"PXN","yellow"
"VCL","greenyellow"
"PPM1J","grey"
"MYH10","magenta"
"SELENOS","grey"
"PREB","turquoise"
"RCAN1","greenyellow"
"JPT1","grey"
"KCMF1","turquoise"
"TMEM19","yellow"
"OMD","pink"
"CHAC1","blue"
"AGMAT","grey"
"NME1","green"
"GIMAP8","magenta"
"RAB9B","cyan"
"PDHX","brown"
"MYL9","red"
"ZCCHC24","grey"
"ZFAND5","grey"
"INTS7","yellow"
"TCF7","yellow"
"DTX3","magenta"
"TFPI","pink"
"CAT","grey"
"ST13P5","yellow"
"STMN3","pink"
"RPS16","grey"
"ACO2","turquoise"
"CSNK2B","grey"
"PLA1A","grey"
"SLC27A3","red"
"USP38","brown"
"ARFGAP2","greenyellow"
"TIMM23","turquoise"
"CTNND1","purple"
"IDI2-AS1","green"
"HAT1","black"
"FAM53C","blue"
"EIF3G","yellow"
"CALM2","purple"
"CAPZA2","black"
"DZIP3","turquoise"
"SLC49A4","turquoise"
"FXR2","turquoise"
"UQCRC2","turquoise"
"SCCPDH","turquoise"
"SLC47A1","grey"
"SEMA3G","magenta"
"TMED3","pink"
"CTSO","pink"
"NAV2","grey"
"AGBL1","grey"
"CCDC117","greenyellow"
"IFTAP","turquoise"
"PVALB","salmon"
"CCNL1","greenyellow"
"FRAT2","turquoise"
"FBXO21","blue"
"MAP3K2","grey"
"RNF6","turquoise"
"MRPL13","turquoise"
"TSPYL5","grey"
"CAP2","cyan"
"MIPEP","turquoise"
"YPEL3","grey"
"SCYL1","grey"
"NMRK1","grey"
"TST","grey"
"DOK5","black"
"IMPA1","brown"
"RPP25L","turquoise"
"NAA50","brown"
"ERRFI1","greenyellow"
"MAP2K4","green"
"SLC9A1","red"
"SH3BGRL2","magenta"
"HPCAL1","red"
"FAM110A","blue"
"DNAJB4","greenyellow"
"MYO10","grey"
"LRRFIP2","turquoise"
"NCBP2AS2","turquoise"
"PREP","grey"
"ZNF580","yellow"
"MAGED1","grey"
"MED21","black"
"RNF14","brown"
"SCLY","turquoise"
"SOX9","blue"
"MBD3","lightcyan"
"ESRRG","purple"
"GATD1","blue"
"PNMA1","purple"
"FAM98A","black"
"ACOT2","turquoise"
"MRPL53","grey"
"HK1","turquoise"
"ACP6","grey"
"LEPROT","cyan"
"LARGE1","blue"
"UBR3","brown"
"LPP","blue"
"RAB15","grey"
"AIMP1","turquoise"
"AUTS2","grey"
"MPZL2","greenyellow"
"CD24","salmon"
"KLF9","blue"
"NCOR2","grey"
"FXN","yellow"
"SATB1","brown"
"PDHB","brown"
"ZSCAN18","blue"
"CDO1","blue"
"PRR4","grey"
"PPP1R3B","brown"
"RCN1","grey"
"PITPNM1","turquoise"
"ZNF593","green"
"UROS","grey"
"TIMM21","brown"
"PCGF2","red"
"PLAAT3","turquoise"
"PSMD2","grey"
"G3BP2","purple"
"RPS11","grey"
"DBI","black"
"PCDH18","blue"
"PDPR","grey"
"SLC15A4","blue"
"SDCBP","purple"
"PEBP4","black"
"FZD4","magenta"
"MAPK6","brown"
"FGF13","black"
"EFNB2","purple"
"TMEM11","lightcyan"
"MLXIP","grey"
"UBE3C","green"
"MNDA","grey"
"TMEM256","grey"
"SNAP23","grey60"
"ATIC","turquoise"
"RB1CC1","black"
"SIRT2","green"
"VCAM1","tan"
"EIF5","turquoise"
"IGBP1","green"
"POGZ","blue"
"PXDNL","blue"
"CLEC14A","magenta"
"LIPE","grey"
"LOXL2","grey"
"AGO2","cyan"
"CCDC91","brown"
"EMC9","turquoise"
"ARHGDIA","yellow"
"CROCCP2","blue"
"RRM2B","turquoise"
"STYXL1","turquoise"
"CD63","grey"
"HSPD1","brown"
"NCF1","tan"
"UBXN10","lightgreen"
"SUMF2","blue"
"NABP2","green"
"EVL","lightgreen"
"SAR1B","salmon"
"TBCD","red"
"MTERF1","brown"
"C1orf198","red"
"ARL14EP","brown"
"SLC22A4","brown"
"SULF1","grey"
"STAB1","grey"
"EXOSC10","blue"
"IFIT1","magenta"
"GHITM","turquoise"
"OGFOD1","green"
"TCAP","green"
"NID2","grey"
"SEMA6D","magenta"
"CDC26","green"
"RNF144A","grey"
"PABPC1","tan"
"NOMO2","turquoise"
"PAFAH1B3","blue"
"SYPL2","grey"
"CRYZ","turquoise"
"XAF1","magenta"
"PPM1B","brown"
"TOX4","black"
"FOXO3","blue"
"PTPN11","brown"
"COQ2","turquoise"
"FAM13C","grey"
"MN1","grey"
"TMED4","salmon"
"MRPS5","turquoise"
"OGFOD3","blue"
"ALAS2","grey"
"PTPRB","red"
"TMEM100","pink"
"HPSE","yellow"
"RBM22","blue"
"NT5DC1","turquoise"
"SGF29","grey"
"APIP","turquoise"
"YWHAQ","purple"
"GCLM","brown"
"MAP2K6","brown"
"TPRA1","black"
"PGAM2","turquoise"
"TAF15","grey"
"SRSF4","blue"
"CMTM8","magenta"
"ADI1","pink"
"ALDH1A3","pink"
"SLC22A5","grey"
"CTSB","green"
"ACTN1","yellow"
"PER3","blue"
"TRIM28","grey"
"HSPA8","brown"
"CHRNB1","green"
"SUMO3","grey"
"ADIPOR2","grey"
"CHUK","brown"
"ZC3H6","grey"
"NINL","grey"
"RFX5","grey"
"SUCLG1","turquoise"
"MYADM","pink"
"CHMP3","turquoise"
"AIG1","turquoise"
"HSPA6","grey"
"RNF34","salmon"
"PCM1","brown"
"N4BP2L1","purple"
"CCNH","black"
"ABCC5","blue"
"TNFSF12","red"
"LNPK","blue"
"HSPA1L","grey"
"CARM1","blue"
"PFKM","grey"
"EGFL7","magenta"
"OPA1","turquoise"
"TMT1B","greenyellow"
"CHTOP","blue"
"SLC17A5","salmon"
"SKIC2","blue"
"AGTPBP1","brown"
"R3HDM1","brown"
"HENMT1","turquoise"
"HMGN2","blue"
"CTSA","yellow"
"TUBB2B","pink"
"NR2F2","purple"
"KDM5C","grey"
"PPP1R2","turquoise"
"ALAS1","turquoise"
"MARCHF2","grey"
"MEOX2","grey60"
"PTMA","red"
"POLE4","greenyellow"
"C1orf21","brown"
"GPR89B","black"
"ARAP3","red"
"EPSTI1","magenta"
"PPP2R5E","brown"
"PLA2G4C","greenyellow"
"CLK4","blue"
"ISCA1","brown"
"DDX23","yellow"
"ORAI1","green"
"TSPAN3","grey"
"PGM2L1","brown"
"RAD23B","black"
"ATXN7L2","grey"
"PKN2","cyan"
"EXOSC5","green"
"SLCO2A1","pink"
"HGS","blue"
"ACTL6B","grey"
"INPP1","turquoise"
"TRIM69","green"
"PLCL2","grey"
"RBPJ","blue"
"DIRAS1","grey"
"ABHD16A","grey"
"SMIM19","brown"
"IVNS1ABP","turquoise"
"CERT1","cyan"
"PNMT","yellow"
"C6","blue"
"CISH","black"
"GIMAP5","magenta"
"AKAP13","yellow"
"H2AC12","grey"
"CMC1","turquoise"
"ATP6V0B","red"
"MYLK2","blue"
"PEDS1","brown"
"PLEKHA4","green"
"BTBD6","grey"
"FRMD6","salmon"
"HNRNPC","grey"
"BBS2","brown"
"NDUFC2","yellow"
"CDKN1B","blue"
"SRI","grey"
"TMEM43","greenyellow"
"DNAJB2","grey"
"TRMT112","blue"
"WDR77","lightcyan"
"ZNF25","brown"
"BRWD1","grey"
"GATA3","magenta"
"PPL","pink"
"IFIH1","magenta"
"NDUFS5","turquoise"
"ZNF480","brown"
"CERS1","yellow"
"CFL1","pink"
"TMUB2","red"
"MPV17L2","turquoise"
"RCSD1","grey"
"IKBKB","salmon"
"EFHD2","red"
"MYO18A","green"
"KPNA4","brown"
"SNF8","lightcyan"
"CIAPIN1","brown"
"UGDH","grey"
"GHR","grey60"
"GTF3A","brown"
"ECM2","grey"
"MRS2","black"
"ZNF579","grey"
"POLD2","blue"
"SRSF2","greenyellow"
"SMARCA1","blue"
"PPP1R3D","grey"
"RAF1","green"
"SYNE2","grey"
"MRPL27","green"
"LMOD3","turquoise"
"EFEMP2","grey"
"MYH7","grey"
"NDUFA9","turquoise"
"AMD1","black"
"SPATA7","brown"
"TXNDC17","brown"
"TIGAR","turquoise"
"ADAMTSL2","blue"
"ARPC5L","green"
"BAG3","blue"
"RWDD2B","turquoise"
"RBM24","greenyellow"
"DDX39A","red"
"SRSF10","greenyellow"
"CBLB","blue"
"BAG1","turquoise"
"DYNC1I1","turquoise"
"NUDCD2","black"
"MAST4","pink"
"HSD17B4","black"
"RXYLT1","cyan"
"KLF4","grey"
"CCDC25","turquoise"
"CDK17","grey60"
"GPD1L","brown"
"DIAPH1","pink"
"KIZ","black"
"NMNAT3","brown"
"C10orf71","grey"
"FCN3","grey"
"SPRED1","pink"
"HPN","yellow"
"COQ5","turquoise"
"TAP1","tan"
"CRIPTO","grey"
"AHCYL1","grey"
"LIN9","grey"
"VDAC1","brown"
"MME","pink"
"STXBP3","black"
"IDE","brown"
"CES2","grey"
"FYCO1","brown"
"UBE2M","turquoise"
"SURF6","green"
"NDUFA6","turquoise"
"RNF10","green"
"TRIM16","grey"
"ERLEC1","brown"
"FCER1A","grey"
"FLNB","red"
"MRPL17","grey"
"KPNA2","greenyellow"
"ARF4","greenyellow"
"RNASEH2B","brown"
"SOS2","turquoise"
"SPTSSA","turquoise"
"CBR3","pink"
"COLEC12","magenta"
"CREBRF","grey"
"TJP2","red"
"MTFR1","green"
"RSAD2","magenta"
"HADHA","turquoise"
"YME1L1","brown"
"DBNDD1","green"
"SERTAD3","blue"
"METTL22","green"
"GATB","turquoise"
"LTBP1","grey"
"HNRNPA1","greenyellow"
"H1-0","grey"
"TMEM147","green"
"AR","green"
"MCL1","yellow"
"HSPB8","yellow"
"SEC22C","blue"
"SELENOP","purple"
"SLX1B","yellow"
"NRBF2","brown"
"DLGAP4","lightgreen"
"PLPBP","turquoise"
"VTI1B","turquoise"
"UBE2D4","brown"
"EIF2AK1","green"
"MPST","grey"
"ARPC1A","red"
"BIN1","green"
"KAT14","green"
"NDUFS7","red"
"GP1BB","blue"
"GGH","purple"
"OXNAD1","turquoise"
"XRCC6","blue"
"CCDC92","green"
"EPM2A","turquoise"
"NT5DC3","turquoise"
"PRKCQ","grey"
"UBE4A","grey"
"STIP1","grey"
